Epoch,Train_Loss,Val_Loss
1,1.047066943279766,1.1012690382360308
2,0.9506412850679167,1.06468294213413
3,0.9636544139852301,1.0226570859407635
4,0.9116756784063168,1.0044154864862906
5,0.8744073231568532,0.9883150339018761
6,0.8487094300273816,0.9520727994312219
7,0.7996083244849364,0.8951961576824005
8,0.7900764771658438,0.8577436981199182
9,0.7397658014234676,0.8325655086190432
10,0.749473817373153,0.8026523702186392
11,0.6821794712132766,0.8041787012028938
12,0.6758324279629705,0.7952295318000491
13,0.6234745395099166,0.721915327863562
14,0.6112734864785918,0.7295147909542987
15,0.5938555052021893,0.6593030716040167
16,0.525761083361641,0.6695736972860088
17,0.5440872228619668,0.6588269878657108
18,0.5232312461038657,0.6400302402600146
19,0.5007633801368809,0.6466911539740184
20,0.44916921395540366,0.5716381923795515
21,0.4500466660813218,0.554672138261634
22,0.4236154417452364,0.5560348240640325
23,0.42718570940663636,0.5418911959571462
24,0.410010233216934,0.5319641913039567
25,0.41900374819390707,0.5083352865953559
26,0.3421353656666047,0.4565252611339214
27,0.34217349404157793,0.47064383751963346
28,0.339427276860997,0.499758308907701
29,0.35206440988726856,0.49999704915333665
30,0.3414019741935284,0.4371995930211613
31,0.30667834770195596,0.465220302953934
32,0.29289123340943835,0.4354129525856772
33,0.2773395918569418,0.3773062266781718
34,0.29396653096419795,0.3904807933557353
35,0.2653104060800996,0.38334704507348794
36,0.303308500576021,0.42058500023855977
37,0.29936326809342595,0.40502569387176135
38,0.24703899107269892,0.3376563031265879
39,0.19604336615479878,0.3695593250816183
40,0.23107339803586746,0.3606816594331989
41,0.23624096732376795,0.35218740506675517
42,0.23967503417522507,0.3940833982736993
43,0.22948806046343276,0.3511837791355753
44,0.2698683414044285,0.28361991718074286
45,0.22750986185880936,0.28122342677923634
46,0.19806232145128788,0.29380276320234444
47,0.2063444376141209,0.31748647027084503
48,0.18711640060878273,0.2777548410933711
49,0.2031312258134429,0.3127080164445732
50,0.18955314648263788,0.27025696812339856
51,0.17863822681222352,0.29193997726518456
52,0.21089952276492874,0.3016420664472055
53,0.20365659957846216,0.29223363198824837
54,0.1725497507010886,0.2713765764329152
55,0.17452141166085322,0.2694942401165246
56,0.13585871506075417,0.2543839282461194
57,0.16396338067931282,0.29362879139303366
58,0.1710480488185868,0.2756191030395025
59,0.17562481962071447,0.2299181427676863
60,0.1669363665242676,0.26976097050285447
61,0.1744259216638985,0.23805523876402032
62,0.1258311926496404,0.2337258884438554
63,0.13700910944031106,0.2584906085731651
64,0.13023077285839388,0.23276315376388687
65,0.12504764538789037,0.21801294525867865
66,0.16098319210833353,0.2219209080535537
67,0.11307683130990927,0.257246843121881
68,0.11690458945357132,0.2525306872979717
69,0.1052544612154478,0.2574885915708165
70,0.12179575033047123,0.2213176549462734
71,0.13734906333158914,0.19061432636504452
72,0.08897905063060668,0.20501888206710553
73,0.1312281689391063,0.17383239816352883
74,0.14085013312222738,0.20496651251179068
75,0.11035861183873938,0.20693876518880056
76,0.11401964469126723,0.23314007600000175
77,0.11858832842512311,0.21420484221928351
78,0.09505369353606248,0.208073359239762
79,0.13163348779156975,0.15392397073670888
80,0.12024742670581949,0.17259228600416807
81,0.09665446136157256,0.22458480019141347
82,0.1305007187052821,0.15271636068548378
83,0.11399969778808486,0.15868809435527576
84,0.10015688081164013,0.18140389086667807
85,0.09345511518372483,0.21240077728275472
86,0.12149808962596996,0.17621746527888107
87,0.1152643968623248,0.16097268102955425
88,0.09630095493749805,0.2021139917301139
89,0.1351141870113335,0.2121134359146726
90,0.0850745938833754,0.20057082029595055
91,0.11685845805357863,0.16578466816756213
92,0.1076969520495988,0.18254987024745542
93,0.10931785007239987,0.13368763229721328
94,0.11018543877621143,0.14303474977560315
95,0.12199694010031666,0.17951472989589606
96,0.1049621995788753,0.19796090901630678
97,0.1190577850799294,0.14039953588686557
98,0.15716439912185884,0.14998512895033653
99,0.09660152460448235,0.16152462010181046
100,0.116871811960858,0.18142675878239792
